Time,Xa,Ya,Za
11.0,-0.09,-0.07,0.82
13.0,-0.09,-0.07,0.82
57.0,0.03,-0.08,0.89
107.0,-0.07,-0.07,0.84
159.0,0.32,-0.04,0.89
210.0,-0.09,-0.04,0.93
262.0,-0.34,-0.07,0.85
314.0,0.11,-0.14,0.87
365.0,-0.45,0.02,0.86
416.0,-0.43,0.02,0.86
466.0,0.46,0.01,0.96
517.0,-0.52,-0.08,0.8
569.0,-0.45,-0.16,0.77
621.0,-0.88,-0.04,0.69
673.0,-0.65,-0.09,0.8
724.0,-0.27,-0.11,0.82
777.0,-0.83,-0.13,0.77
829.0,-0.12,-0.05,0.86
881.0,-0.07,0.07,0.93
931.0,-0.65,-0.22,0.66
984.0,-0.59,0.05,0.85
1035.0,-0.22,-0.08,0.82
1088.0,-0.92,-0.15,0.69
1141.0,-0.15,-0.0,0.87
1193.0,-0.11,-0.02,0.88
1247.0,0.09,-0.04,0.87
1299.0,0.1,-0.02,0.86
1351.0,-0.23,-0.02,0.84
1404.0,0.33,-0.02,1.12
1456.0,-0.23,-0.12,0.81
1509.0,-0.37,-0.11,0.78
1562.0,-0.13,-0.01,0.91
1615.0,0.1,-0.12,0.83
1667.0,-0.16,-0.13,0.78
1720.0,0.35,-0.02,0.95
1772.0,-0.18,-0.12,0.8
1825.0,-0.38,-0.17,0.74
1879.0,-0.23,-0.0,0.79
1931.0,-0.59,-0.07,0.85
1984.0,-0.39,-0.07,0.8
2037.0,0.25,0.06,0.97
2088.0,-0.18,-0.11,0.84
2142.0,-0.37,-0.08,0.84
2194.0,-0.2,0.01,0.88
2246.0,-0.51,-0.07,0.83
2299.0,-0.39,0.04,0.84
2352.0,-0.73,-0.1,0.7
2405.0,-0.41,0.0,0.84
2456.0,-0.24,-0.01,0.88
2509.0,-0.48,-0.15,0.79
2563.0,-0.15,-0.02,0.91
2616.0,-1.0,-0.14,0.82
2669.0,-0.47,-0.13,0.8
2721.0,-0.17,0.0,0.91
2774.0,-0.92,0.12,0.85
2826.0,0.08,-0.06,0.88
2878.0,-0.11,0.04,0.93
2929.0,0.82,0.09,0.95
2980.0,0.13,0.0,0.96
3032.0,-0.07,-0.16,0.81
3085.0,-0.2,-0.13,0.79
3138.0,0.1,0.04,1.02
3188.0,-0.29,-0.12,0.81
3241.0,-0.33,-0.08,0.8
3295.0,-0.49,-0.02,0.78
3348.0,-0.3,-0.13,0.8
3401.0,-0.28,-0.12,0.84
3453.0,-0.19,0.02,0.94
3506.0,-0.07,-0.16,0.82
3559.0,-0.18,-0.11,0.82
3612.0,0.16,0.11,1.05
3662.0,-0.18,-0.12,0.8
3716.0,-0.39,-0.04,0.86
3769.0,-0.21,-0.02,0.83
3822.0,-0.49,-0.06,0.81
3875.0,-0.41,0.01,0.86
3927.0,-0.7,-0.14,0.66
3980.0,-0.45,0.01,0.87
4032.0,-0.2,0.0,0.88
4084.0,-0.46,-0.16,0.81
4137.0,-0.11,-0.03,0.91
4190.0,-0.14,-0.02,0.88
4243.0,0.12,-0.11,0.96
4295.0,-0.07,-0.08,0.82
4348.0,-0.31,-0.14,0.79
4402.0,0.21,0.05,0.94
4452.0,-0.35,-0.11,0.78
4505.0,-0.44,-0.18,0.73
4558.0,-0.57,-0.07,0.72
4612.0,-0.58,-0.02,0.85
4665.0,-0.34,-0.11,0.81
4717.0,0.17,0.11,1.0
4768.0,-0.28,-0.15,0.79
4822.0,-0.36,-0.09,0.82
4875.0,-0.08,-0.09,0.77
4927.0,0.05,-0.0,0.94
4979.0,-0.2,0.06,0.93
5031.0,-0.79,-0.16,0.68
5085.0,-0.28,0.0,0.9
5137.0,-0.2,0.02,0.91
5188.0,-0.15,-0.16,0.8
5241.0,-0.05,0.01,0.91
5294.0,-0.16,0.04,0.89
5346.0,0.39,-0.14,0.94
5398.0,-0.19,-0.05,0.84
5450.0,-0.32,-0.07,0.77
5504.0,-0.2,-0.09,0.83
5557.0,-0.48,-0.07,0.78
5610.0,-0.2,0.0,0.89
5661.0,-0.77,-0.14,0.69
5714.0,-0.04,-0.03,0.88
5768.0,-0.12,-0.08,0.85
5821.0,0.11,-0.08,0.97
5873.0,0.0,-0.09,0.84
5924.0,-0.98,-0.16,0.55
5978.0,-0.52,0.02,0.85
6030.0,-0.15,-0.16,0.79
6083.0,-0.09,-0.12,0.8
6136.0,0.09,0.01,0.97
6187.0,-0.04,-0.15,0.8
6240.0,-0.22,-0.11,0.82
6293.0,0.05,0.11,0.99
6344.0,-0.28,-0.14,0.8
6397.0,-0.37,-0.07,0.84
6450.0,-0.48,0.03,0.84
6502.0,-0.43,-0.05,0.82
6555.0,0.58,0.04,0.96
6606.0,0.11,-0.04,0.9
6658.0,-0.31,-0.01,0.89
6711.0,-0.39,-0.07,0.8
6764.0,-0.17,-0.09,0.8
6817.0,-0.04,-0.01,0.9
6871.0,0.54,-0.29,0.8
6922.0,-0.69,-0.13,0.75
6975.0,-0.26,0.02,0.88
7027.0,-1.11,0.05,0.92
7079.0,-0.2,-0.12,0.78
7133.0,-0.06,0.05,0.9
7184.0,-0.19,-0.02,0.86
7237.0,0.19,-0.08,0.85
7289.0,-0.18,-0.09,0.85
7343.0,-0.33,-0.09,0.82
7396.0,-0.16,-0.01,0.88
7448.0,-0.46,-0.15,0.77
7501.0,-0.38,-0.18,0.77
7555.0,-0.85,0.01,0.88
