Time,Xa,Ya,Za
2.251,-0.21,0.09,1.44
2.259,-0.34,0.3,1.36
2.268,-0.41,0.17,1.39
2.277,-0.41,0.17,1.39
2.285,-0.34,0.12,1.5
2.293,-0.37,0.2,1.49
2.302,-0.4,0.25,1.44
2.311,-0.29,0.02,1.59
2.319,-0.19,0.16,1.1
2.328,-0.19,0.16,1.1
2.336,-0.3,0.57,0.96
2.344,-0.08,-0.11,0.95
2.354,-0.05,0.02,0.73
2.362,-0.01,0.24,0.74
2.37,-0.01,0.24,0.74
2.378,0.02,0.04,0.66
2.387,0.21,-0.03,0.63
2.396,0.17,0.16,0.59
2.404,0.08,0.04,0.61
2.412,0.08,0.04,0.61
2.42,0.05,0.46,0.46
2.428,0.02,-0.51,0.7
2.438,0.3,-0.05,0.45
2.446,0.31,0.39,0.66
2.454,0.12,0.21,0.62
2.462,0.12,0.21,0.62
2.47,-0.02,0.09,0.97
2.48,-0.03,0.18,1.01
2.488,-0.07,0.2,1.27
2.496,-0.07,0.03,1.28
2.505,-0.07,0.03,1.28
2.513,0.07,-0.77,1.32
2.522,0.24,0.09,0.55
2.53,-0.16,0.29,0.78
2.539,-0.26,-0.18,0.77
2.547,-0.26,-0.18,0.77
2.556,-0.08,0.12,0.8
2.565,-0.02,0.34,0.65
2.573,0.2,0.04,0.52
2.581,0.29,0.02,0.41
2.59,0.37,0.18,0.4
2.598,0.37,0.18,0.4
2.607,0.38,0.05,0.41
2.615,0.3,0.02,0.48
2.623,0.2,0.2,0.43
2.631,0.27,0.21,0.58
2.639,0.27,0.21,0.58
2.648,-0.16,-0.71,0.95
2.657,0.24,0.02,0.96
2.665,0.1,0.43,0.64
2.673,0.18,0.06,0.77
2.681,0.18,0.06,0.77
2.69,0.1,0.09,0.68
2.699,0.05,0.32,0.85
2.707,-0.01,0.2,1.01
2.715,0.06,0.06,1.0
2.723,0.06,0.06,1.0
2.732,0.2,-0.69,0.85
2.741,0.33,-0.16,0.6
2.749,-0.25,0.41,0.89
2.757,-0.11,-0.19,1.29
2.766,-0.11,-0.19,1.29
2.775,-0.29,0.1,1.16
2.783,-0.27,0.36,1.0
2.792,-0.05,0.02,0.87
2.8,-0.01,0.02,0.74
2.808,0.06,0.17,0.71
2.817,0.06,0.17,0.71
2.826,0.0,0.08,0.7
2.834,0.0,0.02,0.8
2.842,0.0,-0.82,1.04
2.85,0.1,0.16,0.59
2.859,0.1,0.16,0.59
2.867,0.23,0.33,0.56
2.876,0.17,-0.04,0.72
2.884,0.08,0.18,1.06
2.892,-0.22,0.39,1.34
2.9,-0.22,0.39,1.34
2.91,-0.29,0.22,1.35
2.918,-0.23,0.21,1.34
2.926,-0.22,0.34,1.33
2.935,-0.23,0.18,1.27
2.944,0.01,-0.9,1.28
2.952,0.01,-0.9,1.28
2.96,0.3,0.42,0.32
2.969,-0.15,0.08,0.66
2.977,-0.26,-0.3,1.27
2.985,-0.49,0.36,1.17
2.995,-0.49,0.36,1.17
3.003,-0.19,0.27,0.98
3.011,-0.05,-0.18,0.88
3.02,-0.01,0.09,0.82
3.028,-0.05,0.22,0.82
3.037,-0.05,0.04,0.85
3.046,-0.05,0.04,0.85
3.054,-0.09,0.1,0.9
3.062,-0.27,-0.52,1.1
3.072,0.07,0.12,0.57
3.08,0.45,0.25,0.61
3.088,0.45,0.25,0.61
3.096,0.41,-0.31,0.59
3.104,0.25,-0.02,0.77
3.113,0.13,0.32,0.93
3.122,0.08,0.14,0.89
3.13,0.08,0.14,0.89
3.138,0.04,0.21,0.88
3.146,0.2,0.32,0.72
3.154,0.05,0.98,0.43
3.163,0.09,0.32,1.16
3.172,0.09,0.32,1.16
3.18,-0.4,-0.15,1.59
3.188,-0.43,0.45,1.24
3.197,-0.18,0.12,0.92
3.206,0.01,-0.09,0.7
3.214,0.01,0.19,0.68
3.222,0.01,0.19,0.68
3.23,0.11,0.21,0.63
3.239,0.14,0.03,0.63
3.248,0.0,0.11,0.64
3.256,-0.07,0.15,0.73
3.264,-0.07,0.15,0.73
3.272,-0.1,0.14,0.96
3.281,-0.25,-0.41,1.05
3.29,0.28,0.68,0.28
3.298,0.54,-0.11,0.3
3.307,0.54,-0.11,0.3
3.315,0.43,-0.37,0.44
3.323,0.43,0.25,0.46
3.332,0.29,0.27,0.55
3.34,0.15,-0.08,0.64
3.349,0.15,-0.08,0.64
3.357,0.32,0.11,0.63
3.365,0.33,0.16,0.49
3.374,0.33,1.02,0.52
3.382,-0.02,0.36,0.86
3.391,-0.12,0.02,1.47
3.399,-0.12,0.02,1.47
3.407,-0.52,0.28,1.31
3.417,-0.52,0.21,1.31
3.425,-0.22,-0.02,1.2
3.433,-0.2,0.13,1.08
3.442,-0.2,0.13,1.08
3.45,-0.2,0.24,0.95
3.459,-0.18,0.06,0.98
3.468,-0.62,0.58,1.16
3.476,-0.29,0.1,1.0
3.484,0.29,0.84,0.35
3.492,0.29,0.84,0.35
3.502,0.55,-0.18,0.48
3.51,0.36,-0.27,0.5
3.518,0.25,0.28,0.7
3.526,0.12,0.27,0.88
3.534,0.12,0.27,0.88
3.544,0.05,0.0,1.06
3.552,0.0,0.23,0.96
3.56,0.04,0.27,1.03
3.568,0.05,0.09,1.0
3.576,0.05,0.09,1.0
3.585,0.2,0.13,0.73
3.593,0.3,1.36,0.73
3.601,-0.02,0.1,1.31
3.61,-0.38,0.27,1.65
3.618,-0.38,0.27,1.65
3.627,-0.39,0.41,1.22
3.636,-0.32,-0.01,1.25
3.644,-0.29,-0.04,1.28
3.653,-0.43,0.39,1.08
3.661,-0.32,0.22,1.12
3.67,-0.32,0.22,1.12
3.679,-0.43,0.07,1.2
3.687,-0.43,0.91,1.77
3.695,-0.51,0.16,1.02
3.703,-0.06,0.79,0.47
3.713,-0.06,0.79,0.47
3.721,0.48,-0.05,0.48
3.729,0.46,-0.2,0.25
3.738,0.44,0.39,0.36
3.746,0.44,0.18,0.42
3.755,0.44,0.18,0.42
3.763,0.31,-0.09,0.59
3.771,0.37,0.1,0.48
3.779,0.39,0.21,0.41
3.788,0.16,0.89,0.38
3.796,0.16,0.89,0.38
3.805,0.1,-0.01,1.36
3.813,-0.37,0.43,1.45
3.821,-0.48,0.5,1.24
3.83,-0.41,-0.01,1.2
3.838,-0.34,0.02,1.2
3.848,-0.34,0.02,1.2
3.856,-0.36,0.41,0.98
3.864,-0.2,0.17,0.95
3.872,-0.12,-0.04,0.99
3.881,-0.18,0.27,0.97
3.89,-0.18,0.27,0.97
3.899,-0.34,0.27,1.01
3.907,-0.57,0.64,1.61
3.915,-0.2,0.28,0.75
3.923,0.03,0.74,0.52
3.933,0.36,-0.36,0.46
3.941,0.36,-0.36,0.46
3.949,0.39,-0.1,0.36
3.957,0.37,0.44,0.52
3.966,0.49,-0.01,0.52
3.975,0.43,-0.09,0.41
3.983,0.43,-0.09,0.41
3.991,0.52,0.34,0.43
4.0,0.57,0.1,0.42
4.008,0.45,0.61,0.36
4.017,-0.0,-0.19,0.99
4.025,-0.0,-0.19,0.99
4.034,-0.05,0.25,1.3
4.042,-0.41,0.63,1.29
